condition,view,cut,worker_a,worker_b,common_images,common_buildings,rate_a,rate_b,mean_paired_difference
oos,split_fixed,9.0,W008,W018,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,split_fixed,9.0,W008,W021,9,6,0.0,0.0,0.0
oos,split_fixed,9.0,W008,W027,8,6,0.0,0.5,-0.5
oos,split_fixed,9.0,W008,W028,8,6,0.0,0.375,-0.375
oos,split_fixed,9.0,W008,W029,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,split_fixed,9.0,W008,W030,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,split_fixed,9.0,W008,W031,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,split_fixed,9.0,W008,W032,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,split_fixed,9.0,W008,W033,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,split_fixed,9.0,W008,W034,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,split_fixed,9.0,W008,W035,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,split_fixed,9.0,W008,W036,9,6,0.0,0.5555555555555556,-0.5555555555555556
oos,split_fixed,9.0,W008,W037,5,4,0.0,0.8,-0.8
oos,split_fixed,9.0,W010,W011,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,split_fixed,9.0,W010,W012,8,5,0.25,0.5,-0.25
oos,split_fixed,9.0,W010,W013,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,split_fixed,9.0,W010,W014,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,split_fixed,9.0,W010,W015,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,split_fixed,9.0,W010,W017,8,6,0.125,0.25,-0.125
oos,split_fixed,9.0,W010,W018,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,split_fixed,9.0,W010,W021,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,split_fixed,9.0,W010,W027,8,6,0.125,0.5,-0.375
oos,split_fixed,9.0,W010,W028,8,6,0.25,0.375,-0.125
oos,split_fixed,9.0,W010,W029,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,split_fixed,9.0,W010,W030,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,split_fixed,9.0,W010,W031,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,split_fixed,9.0,W010,W032,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,split_fixed,9.0,W010,W033,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,split_fixed,9.0,W010,W034,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,split_fixed,9.0,W010,W035,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,split_fixed,9.0,W010,W036,9,6,0.2222222222222222,0.5555555555555556,-0.3333333333333333
oos,split_fixed,9.0,W010,W037,5,4,0.4,0.8,-0.4
oos,split_fixed,9.0,W011,W012,8,5,0.125,0.5,-0.375
oos,split_fixed,9.0,W011,W013,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,split_fixed,9.0,W011,W014,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,split_fixed,9.0,W011,W015,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,split_fixed,9.0,W011,W017,8,6,0.25,0.25,0.0
oos,split_fixed,9.0,W011,W018,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,split_fixed,9.0,W011,W021,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,split_fixed,9.0,W011,W027,8,6,0.25,0.5,-0.25
oos,split_fixed,9.0,W011,W028,8,6,0.25,0.375,-0.125
oos,split_fixed,9.0,W011,W029,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,split_fixed,9.0,W011,W030,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,split_fixed,9.0,W011,W031,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,split_fixed,9.0,W011,W032,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,split_fixed,9.0,W011,W033,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,split_fixed,9.0,W011,W034,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,split_fixed,9.0,W011,W035,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,split_fixed,9.0,W011,W036,9,6,0.2222222222222222,0.5555555555555556,-0.3333333333333333
oos,split_fixed,9.0,W011,W037,5,4,0.0,0.8,-0.8
oos,split_fixed,9.0,W012,W013,8,5,0.5,0.0,0.5
oos,split_fixed,9.0,W012,W014,8,5,0.5,0.0,0.5
oos,split_fixed,9.0,W012,W015,8,5,0.5,0.0,0.5
oos,split_fixed,9.0,W012,W017,7,5,0.42857142857142855,0.2857142857142857,0.14285714285714285
oos,split_fixed,9.0,W012,W018,8,5,0.5,0.25,0.25
oos,split_fixed,9.0,W012,W021,8,5,0.5,0.0,0.5
oos,split_fixed,9.0,W012,W027,7,5,0.42857142857142855,0.5714285714285714,-0.14285714285714285
oos,split_fixed,9.0,W012,W028,7,5,0.42857142857142855,0.42857142857142855,0.0
oos,split_fixed,9.0,W012,W029,8,5,0.5,0.375,0.125
oos,split_fixed,9.0,W012,W030,8,5,0.5,0.25,0.25
oos,split_fixed,9.0,W012,W031,8,5,0.5,0.5,0.0
oos,split_fixed,9.0,W012,W032,8,5,0.5,0.75,-0.25
oos,split_fixed,9.0,W012,W033,8,5,0.5,0.375,0.125
oos,split_fixed,9.0,W012,W034,8,5,0.5,0.625,-0.125
oos,split_fixed,9.0,W012,W035,8,5,0.5,0.375,0.125
oos,split_fixed,9.0,W012,W036,8,5,0.5,0.625,-0.125
oos,split_fixed,9.0,W012,W037,5,4,0.6,0.8,-0.2
oos,split_fixed,9.0,W013,W014,9,6,0.0,0.0,0.0
oos,split_fixed,9.0,W013,W015,9,6,0.0,0.0,0.0
oos,split_fixed,9.0,W013,W017,8,6,0.0,0.25,-0.25
oos,split_fixed,9.0,W013,W018,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,split_fixed,9.0,W013,W021,9,6,0.0,0.0,0.0
oos,split_fixed,9.0,W013,W027,8,6,0.0,0.5,-0.5
oos,split_fixed,9.0,W013,W028,8,6,0.0,0.375,-0.375
oos,split_fixed,9.0,W013,W029,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,split_fixed,9.0,W013,W030,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,split_fixed,9.0,W013,W031,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,split_fixed,9.0,W013,W032,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,split_fixed,9.0,W013,W033,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,split_fixed,9.0,W013,W034,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,split_fixed,9.0,W013,W035,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,split_fixed,9.0,W013,W036,9,6,0.0,0.5555555555555556,-0.5555555555555556
oos,split_fixed,9.0,W013,W037,5,4,0.0,0.8,-0.8
oos,split_fixed,9.0,W014,W015,9,6,0.0,0.0,0.0
oos,split_fixed,9.0,W014,W017,8,6,0.0,0.25,-0.25
oos,split_fixed,9.0,W014,W018,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,split_fixed,9.0,W014,W021,9,6,0.0,0.0,0.0
oos,split_fixed,9.0,W014,W027,8,6,0.0,0.5,-0.5
oos,split_fixed,9.0,W014,W028,8,6,0.0,0.375,-0.375
oos,split_fixed,9.0,W014,W029,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,split_fixed,9.0,W014,W030,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,split_fixed,9.0,W014,W031,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,split_fixed,9.0,W014,W032,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,split_fixed,9.0,W014,W033,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,split_fixed,9.0,W014,W034,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,split_fixed,9.0,W014,W035,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,split_fixed,9.0,W014,W036,9,6,0.0,0.5555555555555556,-0.5555555555555556
oos,split_fixed,9.0,W014,W037,5,4,0.0,0.8,-0.8
oos,split_fixed,9.0,W015,W017,8,6,0.0,0.25,-0.25
oos,split_fixed,9.0,W015,W018,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,split_fixed,9.0,W015,W021,9,6,0.0,0.0,0.0
oos,split_fixed,9.0,W015,W027,8,6,0.0,0.5,-0.5
oos,split_fixed,9.0,W015,W028,8,6,0.0,0.375,-0.375
oos,split_fixed,9.0,W015,W029,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,split_fixed,9.0,W015,W030,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,split_fixed,9.0,W015,W031,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,split_fixed,9.0,W015,W032,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,split_fixed,9.0,W015,W033,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,split_fixed,9.0,W015,W034,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,split_fixed,9.0,W015,W035,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,split_fixed,9.0,W015,W036,9,6,0.0,0.5555555555555556,-0.5555555555555556
oos,split_fixed,9.0,W015,W037,5,4,0.0,0.8,-0.8
oos,split_fixed,9.0,W017,W018,8,6,0.25,0.25,0.0
oos,split_fixed,9.0,W017,W021,8,6,0.25,0.0,0.25
oos,split_fixed,9.0,W017,W027,8,6,0.25,0.5,-0.25
oos,split_fixed,9.0,W017,W028,7,6,0.2857142857142857,0.42857142857142855,-0.14285714285714285
oos,split_fixed,9.0,W017,W029,8,6,0.25,0.25,0.0
oos,split_fixed,9.0,W017,W030,8,6,0.25,0.125,0.125
oos,split_fixed,9.0,W017,W031,8,6,0.25,0.375,-0.125
oos,split_fixed,9.0,W017,W032,8,6,0.25,0.625,-0.375
oos,split_fixed,9.0,W017,W033,8,6,0.25,0.25,0.0
oos,split_fixed,9.0,W017,W034,8,6,0.25,0.625,-0.375
oos,split_fixed,9.0,W017,W035,8,6,0.25,0.5,-0.25
oos,split_fixed,9.0,W017,W036,8,6,0.25,0.5,-0.25
oos,split_fixed,9.0,W018,W021,9,6,0.2222222222222222,0.0,0.2222222222222222
oos,split_fixed,9.0,W018,W027,8,6,0.25,0.5,-0.25
oos,split_fixed,9.0,W018,W028,8,6,0.125,0.375,-0.25
oos,split_fixed,9.0,W018,W029,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,split_fixed,9.0,W018,W030,9,6,0.2222222222222222,0.2222222222222222,0.0
oos,split_fixed,9.0,W018,W031,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,split_fixed,9.0,W018,W032,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,split_fixed,9.0,W018,W033,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,split_fixed,9.0,W018,W034,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,split_fixed,9.0,W018,W035,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,split_fixed,9.0,W018,W036,9,6,0.2222222222222222,0.5555555555555556,-0.3333333333333333
oos,split_fixed,9.0,W018,W037,5,4,0.2,0.8,-0.6
oos,split_fixed,9.0,W021,W027,8,6,0.0,0.5,-0.5
oos,split_fixed,9.0,W021,W028,8,6,0.0,0.375,-0.375
oos,split_fixed,9.0,W021,W029,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,split_fixed,9.0,W021,W030,9,6,0.0,0.2222222222222222,-0.2222222222222222
oos,split_fixed,9.0,W021,W031,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,split_fixed,9.0,W021,W032,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,split_fixed,9.0,W021,W033,9,6,0.0,0.3333333333333333,-0.3333333333333333
oos,split_fixed,9.0,W021,W034,9,6,0.0,0.6666666666666666,-0.6666666666666666
oos,split_fixed,9.0,W021,W035,9,6,0.0,0.4444444444444444,-0.4444444444444444
oos,split_fixed,9.0,W021,W036,9,6,0.0,0.5555555555555556,-0.5555555555555556
oos,split_fixed,9.0,W021,W037,5,4,0.0,0.8,-0.8
oos,split_fixed,9.0,W027,W028,7,6,0.42857142857142855,0.42857142857142855,0.0
oos,split_fixed,9.0,W027,W029,8,6,0.5,0.25,0.25
oos,split_fixed,9.0,W027,W030,8,6,0.5,0.125,0.375
oos,split_fixed,9.0,W027,W031,8,6,0.5,0.375,0.125
oos,split_fixed,9.0,W027,W032,8,6,0.5,0.625,-0.125
oos,split_fixed,9.0,W027,W033,8,6,0.5,0.25,0.25
oos,split_fixed,9.0,W027,W034,8,6,0.5,0.625,-0.125
oos,split_fixed,9.0,W027,W035,8,6,0.5,0.5,0.0
oos,split_fixed,9.0,W027,W036,8,6,0.5,0.5,0.0
oos,split_fixed,9.0,W028,W029,8,6,0.375,0.25,0.125
oos,split_fixed,9.0,W028,W030,8,6,0.375,0.25,0.125
oos,split_fixed,9.0,W028,W031,8,6,0.375,0.375,0.0
oos,split_fixed,9.0,W028,W032,8,6,0.375,0.625,-0.25
oos,split_fixed,9.0,W028,W033,8,6,0.375,0.375,0.0
oos,split_fixed,9.0,W028,W034,8,6,0.375,0.625,-0.25
oos,split_fixed,9.0,W028,W035,8,6,0.375,0.375,0.0
oos,split_fixed,9.0,W028,W036,8,6,0.375,0.5,-0.125
oos,split_fixed,9.0,W029,W030,9,6,0.3333333333333333,0.2222222222222222,0.1111111111111111
oos,split_fixed,9.0,W029,W031,9,6,0.3333333333333333,0.4444444444444444,-0.1111111111111111
oos,split_fixed,9.0,W029,W032,9,6,0.3333333333333333,0.6666666666666666,-0.3333333333333333
oos,split_fixed,9.0,W029,W033,9,6,0.3333333333333333,0.3333333333333333,0.0
oos,split_fixed,9.0,W029,W034,9,6,0.3333333333333333,0.6666666666666666,-0.3333333333333333
oos,split_fixed,9.0,W029,W035,9,6,0.3333333333333333,0.4444444444444444,-0.1111111111111111
oos,split_fixed,9.0,W029,W036,9,6,0.3333333333333333,0.5555555555555556,-0.2222222222222222
oos,split_fixed,9.0,W029,W037,5,4,0.6,0.8,-0.2
oos,split_fixed,9.0,W030,W031,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,split_fixed,9.0,W030,W032,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,split_fixed,9.0,W030,W033,9,6,0.2222222222222222,0.3333333333333333,-0.1111111111111111
oos,split_fixed,9.0,W030,W034,9,6,0.2222222222222222,0.6666666666666666,-0.4444444444444444
oos,split_fixed,9.0,W030,W035,9,6,0.2222222222222222,0.4444444444444444,-0.2222222222222222
oos,split_fixed,9.0,W030,W036,9,6,0.2222222222222222,0.5555555555555556,-0.3333333333333333
oos,split_fixed,9.0,W030,W037,5,4,0.4,0.8,-0.4
oos,split_fixed,9.0,W031,W032,9,6,0.4444444444444444,0.6666666666666666,-0.2222222222222222
oos,split_fixed,9.0,W031,W033,9,6,0.4444444444444444,0.3333333333333333,0.1111111111111111
oos,split_fixed,9.0,W031,W034,9,6,0.4444444444444444,0.6666666666666666,-0.2222222222222222
oos,split_fixed,9.0,W031,W035,9,6,0.4444444444444444,0.4444444444444444,0.0
oos,split_fixed,9.0,W031,W036,9,6,0.4444444444444444,0.5555555555555556,-0.1111111111111111
oos,split_fixed,9.0,W031,W037,5,4,0.6,0.8,-0.2
oos,split_fixed,9.0,W032,W033,9,6,0.6666666666666666,0.3333333333333333,0.3333333333333333
oos,split_fixed,9.0,W032,W034,9,6,0.6666666666666666,0.6666666666666666,0.0
oos,split_fixed,9.0,W032,W035,9,6,0.6666666666666666,0.4444444444444444,0.2222222222222222
oos,split_fixed,9.0,W032,W036,9,6,0.6666666666666666,0.5555555555555556,0.1111111111111111
oos,split_fixed,9.0,W032,W037,5,4,0.8,0.8,0.0
oos,split_fixed,9.0,W033,W034,9,6,0.3333333333333333,0.6666666666666666,-0.3333333333333333
oos,split_fixed,9.0,W033,W035,9,6,0.3333333333333333,0.4444444444444444,-0.1111111111111111
oos,split_fixed,9.0,W033,W036,9,6,0.3333333333333333,0.5555555555555556,-0.2222222222222222
oos,split_fixed,9.0,W033,W037,5,4,0.4,0.8,-0.4
oos,split_fixed,9.0,W034,W035,9,6,0.6666666666666666,0.4444444444444444,0.2222222222222222
oos,split_fixed,9.0,W034,W036,9,6,0.6666666666666666,0.5555555555555556,0.1111111111111111
oos,split_fixed,9.0,W034,W037,5,4,0.8,0.8,0.0
oos,split_fixed,9.0,W035,W036,9,6,0.4444444444444444,0.5555555555555556,-0.1111111111111111
oos,split_fixed,9.0,W035,W037,5,4,0.4,0.8,-0.4
oos,split_fixed,9.0,W036,W037,5,4,1.0,0.8,0.2
semi,bound_fixed,9.0,W001,W002,17,9,0.29411764705882354,0.0,0.29411764705882354
semi,bound_fixed,9.0,W001,W006,17,9,0.29411764705882354,0.0,0.29411764705882354
semi,bound_fixed,9.0,W001,W008,17,9,0.29411764705882354,0.058823529411764705,0.23529411764705882
semi,bound_fixed,9.0,W001,W010,17,9,0.29411764705882354,0.0,0.29411764705882354
semi,bound_fixed,9.0,W001,W011,18,9,0.3333333333333333,0.1111111111111111,0.2222222222222222
semi,bound_fixed,9.0,W001,W012,18,9,0.2777777777777778,0.2777777777777778,0.0
semi,bound_fixed,9.0,W001,W013,17,9,0.29411764705882354,0.0,0.29411764705882354
semi,bound_fixed,9.0,W001,W014,19,9,0.3157894736842105,0.0,0.3157894736842105
semi,bound_fixed,9.0,W001,W015,17,9,0.29411764705882354,0.0,0.29411764705882354
semi,bound_fixed,9.0,W001,W017,15,8,0.2,0.0,0.2
semi,bound_fixed,9.0,W001,W018,18,9,0.2777777777777778,0.0,0.2777777777777778
semi,bound_fixed,9.0,W001,W021,17,9,0.29411764705882354,0.0,0.29411764705882354
semi,bound_fixed,9.0,W001,W027,17,9,0.29411764705882354,0.058823529411764705,0.23529411764705882
semi,bound_fixed,9.0,W001,W028,17,9,0.29411764705882354,0.0,0.29411764705882354
semi,bound_fixed,9.0,W001,W029,17,9,0.29411764705882354,0.11764705882352941,0.17647058823529413
semi,bound_fixed,9.0,W001,W030,17,9,0.29411764705882354,0.0,0.29411764705882354
semi,bound_fixed,9.0,W001,W031,19,9,0.3157894736842105,0.21052631578947367,0.10526315789473684
semi,bound_fixed,9.0,W001,W032,17,9,0.29411764705882354,0.11764705882352941,0.17647058823529413
semi,bound_fixed,9.0,W001,W033,17,9,0.29411764705882354,0.0,0.29411764705882354
semi,bound_fixed,9.0,W001,W034,17,9,0.29411764705882354,0.23529411764705882,0.058823529411764705
semi,bound_fixed,9.0,W001,W035,17,9,0.29411764705882354,0.11764705882352941,0.17647058823529413
semi,bound_fixed,9.0,W001,W036,17,8,0.29411764705882354,0.0,0.29411764705882354
semi,bound_fixed,9.0,W001,W037,16,9,0.3125,0.25,0.0625
semi,bound_fixed,9.0,W002,W006,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W008,18,10,0.0,0.05555555555555555,-0.05555555555555555
semi,bound_fixed,9.0,W002,W010,19,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W011,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W002,W012,18,10,0.0,0.2777777777777778,-0.2777777777777778
semi,bound_fixed,9.0,W002,W013,19,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W014,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W015,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W017,16,9,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W018,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W021,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W027,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W002,W028,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W029,19,10,0.0,0.15789473684210525,-0.15789473684210525
semi,bound_fixed,9.0,W002,W030,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W031,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W002,W032,19,10,0.0,0.15789473684210525,-0.15789473684210525
semi,bound_fixed,9.0,W002,W033,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W034,18,10,0.0,0.2222222222222222,-0.2222222222222222
semi,bound_fixed,9.0,W002,W035,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W002,W036,17,9,0.0,0.0,0.0
semi,bound_fixed,9.0,W002,W037,17,10,0.0,0.23529411764705882,-0.23529411764705882
semi,bound_fixed,9.0,W006,W008,18,10,0.0,0.05555555555555555,-0.05555555555555555
semi,bound_fixed,9.0,W006,W010,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W006,W011,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W006,W012,18,10,0.0,0.2777777777777778,-0.2777777777777778
semi,bound_fixed,9.0,W006,W013,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W006,W014,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W006,W015,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W006,W017,16,9,0.0,0.0,0.0
semi,bound_fixed,9.0,W006,W018,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W006,W021,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W006,W027,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W006,W028,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W006,W029,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W006,W030,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W006,W031,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W006,W032,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W006,W033,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W006,W034,18,10,0.0,0.2222222222222222,-0.2222222222222222
semi,bound_fixed,9.0,W006,W035,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W006,W036,17,9,0.0,0.0,0.0
semi,bound_fixed,9.0,W006,W037,17,10,0.0,0.23529411764705882,-0.23529411764705882
semi,bound_fixed,9.0,W008,W010,19,10,0.05263157894736842,0.0,0.05263157894736842
semi,bound_fixed,9.0,W008,W011,18,10,0.05555555555555555,0.1111111111111111,-0.05555555555555555
semi,bound_fixed,9.0,W008,W012,18,10,0.05555555555555555,0.2777777777777778,-0.2222222222222222
semi,bound_fixed,9.0,W008,W013,18,10,0.05555555555555555,0.0,0.05555555555555555
semi,bound_fixed,9.0,W008,W014,18,10,0.05555555555555555,0.0,0.05555555555555555
semi,bound_fixed,9.0,W008,W015,19,10,0.05263157894736842,0.0,0.05263157894736842
semi,bound_fixed,9.0,W008,W017,16,9,0.0625,0.0,0.0625
semi,bound_fixed,9.0,W008,W018,18,10,0.05555555555555555,0.0,0.05555555555555555
semi,bound_fixed,9.0,W008,W021,18,10,0.05555555555555555,0.0,0.05555555555555555
semi,bound_fixed,9.0,W008,W027,18,10,0.05555555555555555,0.1111111111111111,-0.05555555555555555
semi,bound_fixed,9.0,W008,W028,18,10,0.05555555555555555,0.0,0.05555555555555555
semi,bound_fixed,9.0,W008,W029,18,10,0.05555555555555555,0.1111111111111111,-0.05555555555555555
semi,bound_fixed,9.0,W008,W030,18,10,0.05555555555555555,0.0,0.05555555555555555
semi,bound_fixed,9.0,W008,W031,19,10,0.05263157894736842,0.10526315789473684,-0.05263157894736842
semi,bound_fixed,9.0,W008,W032,18,10,0.05555555555555555,0.1111111111111111,-0.05555555555555555
semi,bound_fixed,9.0,W008,W033,18,10,0.05555555555555555,0.0,0.05555555555555555
semi,bound_fixed,9.0,W008,W034,18,10,0.05555555555555555,0.2222222222222222,-0.16666666666666666
semi,bound_fixed,9.0,W008,W035,19,10,0.05263157894736842,0.10526315789473684,-0.05263157894736842
semi,bound_fixed,9.0,W008,W036,17,9,0.058823529411764705,0.0,0.058823529411764705
semi,bound_fixed,9.0,W008,W037,17,10,0.058823529411764705,0.23529411764705882,-0.17647058823529413
semi,bound_fixed,9.0,W010,W011,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W010,W012,18,10,0.0,0.2777777777777778,-0.2777777777777778
semi,bound_fixed,9.0,W010,W013,19,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W010,W014,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W010,W015,19,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W010,W017,16,9,0.0,0.0,0.0
semi,bound_fixed,9.0,W010,W018,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W010,W021,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W010,W027,18,10,0.0,0.1111111111111111,-0.1111111111111111
semi,bound_fixed,9.0,W010,W028,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W010,W029,19,10,0.0,0.15789473684210525,-0.15789473684210525
semi,bound_fixed,9.0,W010,W030,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W010,W031,19,10,0.0,0.10526315789473684,-0.10526315789473684
semi,bound_fixed,9.0,W010,W032,19,10,0.0,0.15789473684210525,-0.15789473684210525
semi,bound_fixed,9.0,W010,W033,18,10,0.0,0.0,0.0
semi,bound_fixed,9.0,W010,W034,18,10,0.0,0.2222222222222222,-0.2222222222222222
semi,bound_fixed,9.0,W010,W035,19,10,0.0,0.10526315789473684,-0.10526315789473684
semi,bound_fixed,9.0,W010,W036,17,9,0.0,0.0,0.0
semi,bound_fixed,9.0,W010,W037,17,10,0.0,0.23529411764705882,-0.23529411764705882
semi,bound_fixed,9.0,W011,W012,18,10,0.1111111111111111,0.2777777777777778,-0.16666666666666666
semi,bound_fixed,9.0,W011,W013,18,10,0.1111111111111111,0.0,0.1111111111111111
semi,bound_fixed,9.0,W011,W014,19,10,0.10526315789473684,0.0,0.10526315789473684
semi,bound_fixed,9.0,W011,W015,18,10,0.1111111111111111,0.0,0.1111111111111111
semi,bound_fixed,9.0,W011,W017,16,9,0.125,0.0,0.125
semi,bound_fixed,9.0,W011,W018,18,10,0.1111111111111111,0.0,0.1111111111111111
semi,bound_fixed,9.0,W011,W021,18,10,0.1111111111111111,0.0,0.1111111111111111
semi,bound_fixed,9.0,W011,W027,18,10,0.1111111111111111,0.1111111111111111,0.0
semi,bound_fixed,9.0,W011,W028,18,10,0.1111111111111111,0.0,0.1111111111111111
semi,bound_fixed,9.0,W011,W029,18,10,0.1111111111111111,0.1111111111111111,0.0
semi,bound_fixed,9.0,W011,W030,18,10,0.1111111111111111,0.0,0.1111111111111111
semi,bound_fixed,9.0,W011,W031,19,10,0.10526315789473684,0.15789473684210525,-0.05263157894736842
semi,bound_fixed,9.0,W011,W032,18,10,0.1111111111111111,0.1111111111111111,0.0
semi,bound_fixed,9.0,W011,W033,18,10,0.1111111111111111,0.0,0.1111111111111111
semi,bound_fixed,9.0,W011,W034,18,10,0.1111111111111111,0.2222222222222222,-0.1111111111111111
semi,bound_fixed,9.0,W011,W035,18,10,0.1111111111111111,0.1111111111111111,0.0
semi,bound_fixed,9.0,W011,W036,18,9,0.1111111111111111,0.0,0.1111111111111111
semi,bound_fixed,9.0,W011,W037,17,10,0.11764705882352941,0.23529411764705882,-0.11764705882352941
