k,workers,contexts,buildings,P1_manual,P1_semi,C1_manual
15,1;2;8;10;11;12;15;17;31;32;33;34;35;36;37,59,15,25,15,12
15,1;2;8;10;11;12;15;28;29;30;31;32;33;34;35,63,14,24,18,12
15,1;2;8;10;11;12;15;28;29;30;31;32;33;34;36,62,14,24,17,12
15,1;2;8;10;11;12;15;28;29;30;31;32;33;34;37,59,14,24,17,12
15,1;2;8;10;11;12;15;28;29;30;31;32;33;35;36,62,14,24,17,12
15,1;2;8;10;11;12;15;28;29;30;31;32;33;35;37,59,14,24,17,12
15,1;2;8;10;11;12;15;28;29;30;31;32;33;36;37,58,14,24,16,12
15,1;2;8;10;11;12;15;28;29;30;31;32;34;35;36,62,14,24,17,12
15,1;2;8;10;11;12;15;28;29;30;31;32;34;35;37,59,14,24,17,12
15,1;2;8;10;11;12;15;28;29;30;31;32;34;36;37,58,14,24,16,12
15,1;2;8;10;11;12;15;28;29;30;31;32;35;36;37,58,14,24,16,12
15,1;2;8;10;11;12;15;28;29;30;31;33;34;35;36,63,14,25,17,12
15,1;2;8;10;11;12;15;28;29;30;31;33;34;35;37,60,14,25,17,12
15,1;2;8;10;11;12;15;28;29;30;31;33;34;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;28;29;30;31;33;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;28;29;30;31;34;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;28;29;30;32;33;34;35;36,63,14,25,17,12
15,1;2;8;10;11;12;15;28;29;30;32;33;34;35;37,60,14,25,17,12
15,1;2;8;10;11;12;15;28;29;30;32;33;34;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;28;29;30;32;33;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;28;29;30;32;34;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;28;29;30;33;34;35;36;37,60,14,26,16,12
15,1;2;8;10;11;12;15;28;29;31;32;33;34;35;36,63,14,25,17,12
15,1;2;8;10;11;12;15;28;29;31;32;33;34;35;37,60,14,25,17,12
15,1;2;8;10;11;12;15;28;29;31;32;33;34;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;28;29;31;32;33;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;28;29;31;32;34;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;28;29;31;33;34;35;36;37,60,14,26,16,12
15,1;2;8;10;11;12;15;28;29;32;33;34;35;36;37,60,14,26,16,12
15,1;2;8;10;11;12;15;28;30;31;32;33;34;35;36,62,14,24,17,12
15,1;2;8;10;11;12;15;28;30;31;32;33;34;35;37,59,14,24,17,12
15,1;2;8;10;11;12;15;28;30;31;32;33;34;36;37,58,14,24,16,12
15,1;2;8;10;11;12;15;28;30;31;32;33;35;36;37,58,14,24,16,12
15,1;2;8;10;11;12;15;28;30;31;32;34;35;36;37,58,14,24,16,12
15,1;2;8;10;11;12;15;28;30;31;33;34;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;28;30;32;33;34;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;28;31;32;33;34;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;15;29;30;31;32;33;34;35;36,64,15,24,17,12
15,1;2;8;10;11;12;15;29;30;31;32;33;34;35;37,61,15,24,17,12
15,1;2;8;10;11;12;15;29;30;31;32;33;34;36;37,60,15,24,16,12
15,1;2;8;10;11;12;15;29;30;31;32;33;35;36;37,60,15,24,16,12
15,1;2;8;10;11;12;15;29;30;31;32;34;35;36;37,60,15,24,16,12
15,1;2;8;10;11;12;15;29;30;31;33;34;35;36;37,61,15,25,16,12
15,1;2;8;10;11;12;15;29;30;32;33;34;35;36;37,61,15,25,16,12
15,1;2;8;10;11;12;15;29;31;32;33;34;35;36;37,61,15,25,16,12
15,1;2;8;10;11;12;15;30;31;32;33;34;35;36;37,60,15,24,16,12
15,1;2;8;10;11;12;17;28;29;30;31;32;33;34;35,62,14,25,16,12
15,1;2;8;10;11;12;17;28;29;30;31;32;33;34;36,62,14,25,16,12
15,1;2;8;10;11;12;17;28;29;30;31;32;33;34;37,58,14,25,15,12
15,1;2;8;10;11;12;17;28;29;30;31;32;33;35;36,62,14,25,16,12
15,1;2;8;10;11;12;17;28;29;30;31;32;33;35;37,58,14,25,15,12
15,1;2;8;10;11;12;17;28;29;30;31;32;33;36;37,58,14,25,15,12
15,1;2;8;10;11;12;17;28;29;30;31;32;34;35;36,62,14,25,16,12
15,1;2;8;10;11;12;17;28;29;30;31;32;34;35;37,58,14,25,15,12
15,1;2;8;10;11;12;17;28;29;30;31;32;34;36;37,58,14,25,15,12
15,1;2;8;10;11;12;17;28;29;30;31;32;35;36;37,58,14,25,15,12
15,1;2;8;10;11;12;17;28;29;30;31;33;34;35;36,63,14,26,16,12
15,1;2;8;10;11;12;17;28;29;30;31;33;34;35;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;30;31;33;34;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;30;31;33;35;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;30;31;34;35;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;30;32;33;34;35;36,63,14,26,16,12
15,1;2;8;10;11;12;17;28;29;30;32;33;34;35;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;30;32;33;34;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;30;32;33;35;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;30;32;34;35;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;30;33;34;35;36;37,60,14,27,15,12
15,1;2;8;10;11;12;17;28;29;31;32;33;34;35;36,63,14,26,16,12
15,1;2;8;10;11;12;17;28;29;31;32;33;34;35;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;31;32;33;34;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;31;32;33;35;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;31;32;34;35;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;29;31;33;34;35;36;37,60,14,27,15,12
15,1;2;8;10;11;12;17;28;29;32;33;34;35;36;37,60,14,27,15,12
15,1;2;8;10;11;12;17;28;30;31;32;33;34;35;36,62,14,25,16,12
15,1;2;8;10;11;12;17;28;30;31;32;33;34;35;37,58,14,25,15,12
15,1;2;8;10;11;12;17;28;30;31;32;33;34;36;37,58,14,25,15,12
15,1;2;8;10;11;12;17;28;30;31;32;33;35;36;37,58,14,25,15,12
15,1;2;8;10;11;12;17;28;30;31;32;34;35;36;37,58,14,25,15,12
15,1;2;8;10;11;12;17;28;30;31;33;34;35;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;30;32;33;34;35;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;28;31;32;33;34;35;36;37,59,14,26,15,12
15,1;2;8;10;11;12;17;29;30;31;32;33;34;35;36,63,15,25,16,12
15,1;2;8;10;11;12;17;29;30;31;32;33;34;35;37,59,15,25,15,12
15,1;2;8;10;11;12;17;29;30;31;32;33;34;36;37,59,15,25,15,12
15,1;2;8;10;11;12;17;29;30;31;32;33;35;36;37,59,15,25,15,12
15,1;2;8;10;11;12;17;29;30;31;32;34;35;36;37,59,15,25,15,12
15,1;2;8;10;11;12;17;29;30;31;33;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;12;17;29;30;32;33;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;12;17;29;31;32;33;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;12;17;30;31;32;33;34;35;36;37,59,15,25,15,12
15,1;2;8;10;11;12;28;29;30;31;32;33;34;35;36,63,14,25,17,12
15,1;2;8;10;11;12;28;29;30;31;32;33;34;35;37,60,14,25,17,12
15,1;2;8;10;11;12;28;29;30;31;32;33;34;36;37,59,14,25,16,12
15,1;2;8;10;11;12;28;29;30;31;32;33;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;28;29;30;31;32;34;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;28;29;30;31;33;34;35;36;37,60,14,26,16,12
15,1;2;8;10;11;12;28;29;30;32;33;34;35;36;37,60,14,26,16,12
15,1;2;8;10;11;12;28;29;31;32;33;34;35;36;37,60,14,26,16,12
15,1;2;8;10;11;12;28;30;31;32;33;34;35;36;37,59,14,25,16,12
15,1;2;8;10;11;12;29;30;31;32;33;34;35;36;37,61,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;30;31;32;33;34,62,15,24,16,12
15,1;2;8;10;11;13;15;17;28;29;30;31;32;33;35,62,15,24,16,12
15,1;2;8;10;11;13;15;17;28;29;30;31;32;33;36,62,15,24,16,12
15,1;2;8;10;11;13;15;17;28;29;30;31;32;33;37,58,15,24,15,12
15,1;2;8;10;11;13;15;17;28;29;30;31;32;34;35,62,15,24,16,12
15,1;2;8;10;11;13;15;17;28;29;30;31;32;34;36,62,15,24,16,12
15,1;2;8;10;11;13;15;17;28;29;30;31;32;34;37,58,15,24,15,12
15,1;2;8;10;11;13;15;17;28;29;30;31;32;35;36,62,15,24,16,12
15,1;2;8;10;11;13;15;17;28;29;30;31;32;35;37,58,15,24,15,12
15,1;2;8;10;11;13;15;17;28;29;30;31;32;36;37,58,15,24,15,12
15,1;2;8;10;11;13;15;17;28;29;30;31;33;34;35,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;30;31;33;34;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;30;31;33;34;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;31;33;35;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;30;31;33;35;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;31;33;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;31;34;35;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;30;31;34;35;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;31;34;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;31;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;32;33;34;35,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;30;32;33;34;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;30;32;33;34;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;32;33;35;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;30;32;33;35;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;32;33;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;32;34;35;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;30;32;34;35;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;32;34;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;32;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;30;33;34;35;36,64,15,26,16,12
15,1;2;8;10;11;13;15;17;28;29;30;33;34;35;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;30;33;34;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;30;33;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;30;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;31;32;33;34;35,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;31;32;33;34;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;31;32;33;34;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;31;32;33;35;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;31;32;33;35;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;31;32;33;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;31;32;34;35;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;29;31;32;34;35;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;31;32;34;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;31;32;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;29;31;33;34;35;36,64,15,26,16,12
15,1;2;8;10;11;13;15;17;28;29;31;33;34;35;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;31;33;34;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;31;33;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;31;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;32;33;34;35;36,64,15,26,16,12
15,1;2;8;10;11;13;15;17;28;29;32;33;34;35;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;32;33;34;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;32;33;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;32;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;29;33;34;35;36;37,61,15,27,15,12
15,1;2;8;10;11;13;15;17;28;30;31;32;33;34;35,62,15,24,16,12
15,1;2;8;10;11;13;15;17;28;30;31;32;33;34;36,62,15,24,16,12
15,1;2;8;10;11;13;15;17;28;30;31;32;33;34;37,58,15,24,15,12
15,1;2;8;10;11;13;15;17;28;30;31;32;33;35;36,62,15,24,16,12
15,1;2;8;10;11;13;15;17;28;30;31;32;33;35;37,58,15,24,15,12
15,1;2;8;10;11;13;15;17;28;30;31;32;33;36;37,58,15,24,15,12
15,1;2;8;10;11;13;15;17;28;30;31;32;34;35;36,62,15,24,16,12
15,1;2;8;10;11;13;15;17;28;30;31;32;34;35;37,58,15,24,15,12
15,1;2;8;10;11;13;15;17;28;30;31;32;34;36;37,58,15,24,15,12
15,1;2;8;10;11;13;15;17;28;30;31;32;35;36;37,58,15,24,15,12
15,1;2;8;10;11;13;15;17;28;30;31;33;34;35;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;30;31;33;34;35;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;30;31;33;34;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;30;31;33;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;30;31;34;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;30;32;33;34;35;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;30;32;33;34;35;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;30;32;33;34;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;30;32;33;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;30;32;34;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;30;33;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;31;32;33;34;35;36,63,15,25,16,12
15,1;2;8;10;11;13;15;17;28;31;32;33;34;35;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;31;32;33;34;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;31;32;33;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;31;32;34;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;15;17;28;31;33;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;28;32;33;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;15;17;29;30;31;32;33;34;35,63,16,24,16,12
15,1;2;8;10;11;13;15;17;29;30;31;32;33;34;36,63,16,24,16,12
15,1;2;8;10;11;13;15;17;29;30;31;32;33;34;37,59,16,24,15,12
15,1;2;8;10;11;13;15;17;29;30;31;32;33;35;36,63,16,24,16,12
15,1;2;8;10;11;13;15;17;29;30;31;32;33;35;37,59,16,24,15,12
15,1;2;8;10;11;13;15;17;29;30;31;32;33;36;37,59,16,24,15,12
15,1;2;8;10;11;13;15;17;29;30;31;32;34;35;36,63,16,24,16,12
15,1;2;8;10;11;13;15;17;29;30;31;32;34;35;37,59,16,24,15,12
15,1;2;8;10;11;13;15;17;29;30;31;32;34;36;37,59,16,24,15,12
15,1;2;8;10;11;13;15;17;29;30;31;32;35;36;37,59,16,24,15,12
15,1;2;8;10;11;13;15;17;29;30;31;33;34;35;36,64,16,25,16,12
15,1;2;8;10;11;13;15;17;29;30;31;33;34;35;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;30;31;33;34;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;30;31;33;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;30;31;34;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;30;32;33;34;35;36,64,16,25,16,12
15,1;2;8;10;11;13;15;17;29;30;32;33;34;35;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;30;32;33;34;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;30;32;33;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;30;32;34;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;30;33;34;35;36;37,61,16,26,15,12
15,1;2;8;10;11;13;15;17;29;31;32;33;34;35;36,64,16,25,16,12
15,1;2;8;10;11;13;15;17;29;31;32;33;34;35;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;31;32;33;34;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;31;32;33;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;31;32;34;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;29;31;33;34;35;36;37,61,16,26,15,12
15,1;2;8;10;11;13;15;17;29;32;33;34;35;36;37,61,16,26,15,12
15,1;2;8;10;11;13;15;17;30;31;32;33;34;35;36,63,16,24,16,12
15,1;2;8;10;11;13;15;17;30;31;32;33;34;35;37,59,16,24,15,12
15,1;2;8;10;11;13;15;17;30;31;32;33;34;36;37,59,16,24,15,12
15,1;2;8;10;11;13;15;17;30;31;32;33;35;36;37,59,16,24,15,12
15,1;2;8;10;11;13;15;17;30;31;32;34;35;36;37,59,16,24,15,12
15,1;2;8;10;11;13;15;17;30;31;33;34;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;30;32;33;34;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;17;31;32;33;34;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;15;28;29;30;31;32;33;34;35,64,15,24,18,12
15,1;2;8;10;11;13;15;28;29;30;31;32;33;34;36,63,15,24,17,12
15,1;2;8;10;11;13;15;28;29;30;31;32;33;34;37,60,15,24,17,12
15,1;2;8;10;11;13;15;28;29;30;31;32;33;35;36,63,15,24,17,12
15,1;2;8;10;11;13;15;28;29;30;31;32;33;35;37,60,15,24,17,12
15,1;2;8;10;11;13;15;28;29;30;31;32;33;36;37,59,15,24,16,12
15,1;2;8;10;11;13;15;28;29;30;31;32;34;35;36,63,15,24,17,12
15,1;2;8;10;11;13;15;28;29;30;31;32;34;35;37,60,15,24,17,12
15,1;2;8;10;11;13;15;28;29;30;31;32;34;36;37,59,15,24,16,12
15,1;2;8;10;11;13;15;28;29;30;31;32;35;36;37,59,15,24,16,12
15,1;2;8;10;11;13;15;28;29;30;31;33;34;35;36,64,15,25,17,12
15,1;2;8;10;11;13;15;28;29;30;31;33;34;35;37,61,15,25,17,12
15,1;2;8;10;11;13;15;28;29;30;31;33;34;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;28;29;30;31;33;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;28;29;30;31;34;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;28;29;30;32;33;34;35;36,64,15,25,17,12
15,1;2;8;10;11;13;15;28;29;30;32;33;34;35;37,61,15,25,17,12
15,1;2;8;10;11;13;15;28;29;30;32;33;34;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;28;29;30;32;33;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;28;29;30;32;34;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;28;29;30;33;34;35;36;37,61,15,26,16,12
15,1;2;8;10;11;13;15;28;29;31;32;33;34;35;36,64,15,25,17,12
15,1;2;8;10;11;13;15;28;29;31;32;33;34;35;37,61,15,25,17,12
15,1;2;8;10;11;13;15;28;29;31;32;33;34;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;28;29;31;32;33;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;28;29;31;32;34;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;28;29;31;33;34;35;36;37,61,15,26,16,12
15,1;2;8;10;11;13;15;28;29;32;33;34;35;36;37,61,15,26,16,12
15,1;2;8;10;11;13;15;28;30;31;32;33;34;35;36,63,15,24,17,12
15,1;2;8;10;11;13;15;28;30;31;32;33;34;35;37,60,15,24,17,12
15,1;2;8;10;11;13;15;28;30;31;32;33;34;36;37,59,15,24,16,12
15,1;2;8;10;11;13;15;28;30;31;32;33;35;36;37,59,15,24,16,12
15,1;2;8;10;11;13;15;28;30;31;32;34;35;36;37,59,15,24,16,12
15,1;2;8;10;11;13;15;28;30;31;33;34;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;28;30;32;33;34;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;28;31;32;33;34;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;15;29;30;31;32;33;34;35;36,65,16,24,17,12
15,1;2;8;10;11;13;15;29;30;31;32;33;34;35;37,62,16,24,17,12
15,1;2;8;10;11;13;15;29;30;31;32;33;34;36;37,61,16,24,16,12
15,1;2;8;10;11;13;15;29;30;31;32;33;35;36;37,61,16,24,16,12
15,1;2;8;10;11;13;15;29;30;31;32;34;35;36;37,61,16,24,16,12
15,1;2;8;10;11;13;15;29;30;31;33;34;35;36;37,62,16,25,16,12
15,1;2;8;10;11;13;15;29;30;32;33;34;35;36;37,62,16,25,16,12
15,1;2;8;10;11;13;15;29;31;32;33;34;35;36;37,62,16,25,16,12
15,1;2;8;10;11;13;15;30;31;32;33;34;35;36;37,61,16,24,16,12
15,1;2;8;10;11;13;17;28;29;30;31;32;33;34;35,63,15,25,16,12
15,1;2;8;10;11;13;17;28;29;30;31;32;33;34;36,63,15,25,16,12
15,1;2;8;10;11;13;17;28;29;30;31;32;33;34;37,59,15,25,15,12
15,1;2;8;10;11;13;17;28;29;30;31;32;33;35;36,63,15,25,16,12
15,1;2;8;10;11;13;17;28;29;30;31;32;33;35;37,59,15,25,15,12
15,1;2;8;10;11;13;17;28;29;30;31;32;33;36;37,59,15,25,15,12
15,1;2;8;10;11;13;17;28;29;30;31;32;34;35;36,63,15,25,16,12
15,1;2;8;10;11;13;17;28;29;30;31;32;34;35;37,59,15,25,15,12
15,1;2;8;10;11;13;17;28;29;30;31;32;34;36;37,59,15,25,15,12
15,1;2;8;10;11;13;17;28;29;30;31;32;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;17;28;29;30;31;33;34;35;36,64,15,26,16,12
15,1;2;8;10;11;13;17;28;29;30;31;33;34;35;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;30;31;33;34;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;30;31;33;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;30;31;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;30;32;33;34;35;36,64,15,26,16,12
15,1;2;8;10;11;13;17;28;29;30;32;33;34;35;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;30;32;33;34;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;30;32;33;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;30;32;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;30;33;34;35;36;37,61,15,27,15,12
15,1;2;8;10;11;13;17;28;29;31;32;33;34;35;36,64,15,26,16,12
15,1;2;8;10;11;13;17;28;29;31;32;33;34;35;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;31;32;33;34;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;31;32;33;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;31;32;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;29;31;33;34;35;36;37,61,15,27,15,12
15,1;2;8;10;11;13;17;28;29;32;33;34;35;36;37,61,15,27,15,12
15,1;2;8;10;11;13;17;28;30;31;32;33;34;35;36,63,15,25,16,12
15,1;2;8;10;11;13;17;28;30;31;32;33;34;35;37,59,15,25,15,12
15,1;2;8;10;11;13;17;28;30;31;32;33;34;36;37,59,15,25,15,12
15,1;2;8;10;11;13;17;28;30;31;32;33;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;17;28;30;31;32;34;35;36;37,59,15,25,15,12
15,1;2;8;10;11;13;17;28;30;31;33;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;30;32;33;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;28;31;32;33;34;35;36;37,60,15,26,15,12
15,1;2;8;10;11;13;17;29;30;31;32;33;34;35;36,64,16,25,16,12
15,1;2;8;10;11;13;17;29;30;31;32;33;34;35;37,60,16,25,15,12
15,1;2;8;10;11;13;17;29;30;31;32;33;34;36;37,60,16,25,15,12
15,1;2;8;10;11;13;17;29;30;31;32;33;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;17;29;30;31;32;34;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;17;29;30;31;33;34;35;36;37,61,16,26,15,12
15,1;2;8;10;11;13;17;29;30;32;33;34;35;36;37,61,16,26,15,12
15,1;2;8;10;11;13;17;29;31;32;33;34;35;36;37,61,16,26,15,12
15,1;2;8;10;11;13;17;30;31;32;33;34;35;36;37,60,16,25,15,12
15,1;2;8;10;11;13;28;29;30;31;32;33;34;35;36,64,15,25,17,12
15,1;2;8;10;11;13;28;29;30;31;32;33;34;35;37,61,15,25,17,12
15,1;2;8;10;11;13;28;29;30;31;32;33;34;36;37,60,15,25,16,12
15,1;2;8;10;11;13;28;29;30;31;32;33;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;28;29;30;31;32;34;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;28;29;30;31;33;34;35;36;37,61,15,26,16,12
15,1;2;8;10;11;13;28;29;30;32;33;34;35;36;37,61,15,26,16,12
15,1;2;8;10;11;13;28;29;31;32;33;34;35;36;37,61,15,26,16,12
15,1;2;8;10;11;13;28;30;31;32;33;34;35;36;37,60,15,25,16,12
15,1;2;8;10;11;13;29;30;31;32;33;34;35;36;37,62,16,25,16,12
15,1;2;8;10;11;15;17;28;29;30;31;32;33;34;35,62,15,24,16,12
15,1;2;8;10;11;15;17;28;29;30;31;32;33;34;36,62,15,24,16,12
15,1;2;8;10;11;15;17;28;29;30;31;32;33;34;37,58,15,24,15,12
15,1;2;8;10;11;15;17;28;29;30;31;32;33;35;36,62,15,24,16,12
15,1;2;8;10;11;15;17;28;29;30;31;32;33;35;37,58,15,24,15,12
15,1;2;8;10;11;15;17;28;29;30;31;32;33;36;37,58,15,24,15,12
15,1;2;8;10;11;15;17;28;29;30;31;32;34;35;36,62,15,24,16,12
15,1;2;8;10;11;15;17;28;29;30;31;32;34;35;37,58,15,24,15,12
15,1;2;8;10;11;15;17;28;29;30;31;32;34;36;37,58,15,24,15,12
15,1;2;8;10;11;15;17;28;29;30;31;32;35;36;37,58,15,24,15,12
15,1;2;8;10;11;15;17;28;29;30;31;33;34;35;36,63,15,25,16,12
